date,store,item,month,sales
5/1/2016,store_2,cadbury chocolate,1,35
10/2/2015,store_2,cadbury chocolate,2,35
3/7/2017,store_2,cadbury chocolate,7,63
2/7/2017,store_2,cadbury chocolate,7,98
1/7/2017,store_2,cadbury chocolate,7,82
5/7/2016,store_2,cadbury chocolate,7,77
10/8/2015,store_2,cadbury chocolate,8,51
6/10/2016,store_2,cadbury chocolate,10,59
11/7/2015,store_2,cadbury chocolate,7,70
1/10/2017,store_2,cadbury chocolate,10,62
3/9/2017,store_2,cadbury chocolate,9,74
3/7/2017,store_2,umbrella,7,98
10/12/2015,store_2,umbrella,12,62
2/9/2017,store_2,umbrella,9,156
6/3/2016,store_2,umbrella,3,127
3/12/2017,store_2,umbrella,12,102
6/9/2016,store_2,umbrella,9,86
10/4/2015,store_2,umbrella,4,110
5/8/2016,store_2,umbrella,8,120
2/8/2017,store_2,umbrella,8,128
1/10/2017,store_2,umbrella,10,136
3/1/2017,store_2,umbrella,1,78
6/7/2016,store_2,umbrella,7,144
5/4/2016,store_2,umbrella,4,106
10/11/2015,store_2,umbrella,11,97
2/10/2017,store_2,umbrella,10,98
1/1/2017,store_2,umbrella,1,82
11/6/2015,store_2,umbrella,6,130
10/9/2015,store_2,umbrella,9,119
1/11/2017,store_2,umbrella,11,93
5/1/2016,store_2,umbrella,1,74
10/1/2015,store_2,umbrella,1,91
5/5/2016,store_2,umbrella,5,111
6/7/2016,store_2,napkins,7,54
11/2/2015,store_2,napkins,2,23
11/8/2015,store_2,napkins,8,35
11/10/2015,store_2,napkins,10,41
1/7/2017,store_2,napkins,7,66
11/5/2015,store_2,napkins,5,36
1/4/2017,store_2,napkins,4,31
10/6/2015,store_2,napkins,6,51
5/2/2016,store_2,napkins,2,35
10/3/2015,store_2,napkins,3,33
5/11/2016,store_2,napkins,11,54
1/6/2017,store_2,napkins,6,48
2/8/2017,store_2,napkins,8,41
3/10/2017,store_2,napkins,10,36
10/10/2015,store_2,napkins,10,46
1/3/2017,store_2,napkins,3,25
2/10/2017,store_2,napkins,10,34
1/2/2017,store_2,napkins,2,34
3/5/2017,store_2,napkins,5,24
10/4/2015,store_2,napkins,4,54
5/12/2016,store_2,napkins,12,18
3/7/2017,store_2,napkins,7,51
5/7/2016,store_2,napkins,7,38
2/3/2017,store_2,napkins,3,58
3/6/2017,store_2,napkins,6,55
5/3/2016,store_2,napkins,3,33
2/7/2017,store_2,diapers,7,148
2/12/2017,store_2,diapers,12,63
6/4/2016,store_2,diapers,4,77
5/12/2016,store_2,diapers,12,67
10/2/2015,store_2,diapers,2,57
3/9/2017,store_2,diapers,9,130
6/11/2016,store_2,diapers,11,101
11/6/2015,store_2,diapers,6,101
2/11/2017,store_2,diapers,11,97
3/5/2017,store_2,diapers,5,103
1/2/2017,store_2,diapers,2,69
5/7/2016,store_2,diapers,7,106
10/4/2015,store_2,diapers,4,95
2/1/2017,store_2,diapers,1,45
11/7/2015,store_2,diapers,7,111
5/4/2016,store_2,diapers,4,106
1/9/2017,store_2,diapers,9,96
2/2/2017,store_2,diapers,2,63
6/6/2016,store_2,diapers,6,82
2/9/2017,store_2,diapers,9,104
3/3/2017,store_2,diapers,3,90
3/10/2017,store_2,curtains,10,98
5/5/2016,store_2,curtains,5,126
2/8/2017,store_2,curtains,8,115
3/2/2017,store_2,curtains,2,85
6/8/2016,store_2,curtains,8,141
11/3/2015,store_2,curtains,3,76
2/6/2017,store_2,curtains,6,151
6/1/2016,store_2,curtains,1,57
3/7/2017,store_2,curtains,7,121
6/12/2016,store_2,curtains,12,70
3/11/2017,store_2,curtains,11,125
5/7/2016,store_2,curtains,7,129
2/11/2017,store_2,curtains,11,140
3/12/2017,store_2,curtains,12,101
1/3/2017,store_2,curtains,3,99
5/10/2016,store_2,curtains,10,101
11/7/2015,store_2,curtains,7,156
2/1/2017,store_2,curtains,1,57
2/5/2017,store_2,curtains,5,135
10/1/2015,store_2,curtains,1,98
3/1/2017,store_2,curtains,1,73
1/7/2017,store_2,curtains,7,170
5/4/2016,store_2,curtains,4,106
6/9/2016,store_2,curtains,9,119
10/1/2015,store_2,toothpaste,1,47
3/10/2017,store_2,toothpaste,10,58
6/10/2016,store_2,toothpaste,10,57
10/12/2015,store_2,toothpaste,12,41
5/7/2016,store_2,toothpaste,7,80
11/12/2015,store_2,toothpaste,12,42
3/6/2017,store_2,toothpaste,6,97
6/6/2016,store_2,toothpaste,6,68
6/2/2016,store_2,toothpaste,2,59
1/8/2017,store_2,toothpaste,8,69
5/6/2016,store_2,toothpaste,6,88
11/6/2015,store_2,toothpaste,6,81
10/6/2015,store_2,toothpaste,6,68
11/1/2015,store_2,toothpaste,1,50
1/4/2017,store_2,toothpaste,4,91
6/9/2016,store_2,toothpaste,9,67
2/4/2017,store_2,toothpaste,4,97
5/2/2016,store_2,toothpaste,2,46
6/1/2016,store_2,toothpaste,1,32
10/2/2015,store_2,toothpaste,2,50
6/7/2016,store_2,toothpaste,7,74
2/8/2017,store_2,toothpaste,8,65
11/9/2015,store_2,toothpaste,9,60
10/7/2015,store_2,toothpaste,7,82
1/10/2017,store_2,toothpaste,10,84
10/9/2015,store_2,toothpaste,9,67
1/3/2017,store_2,toothpaste,3,63
5/11/2016,store_2,face wash,11,37
10/11/2015,store_2,face wash,11,33
11/7/2015,store_2,face wash,7,37
5/4/2016,store_2,face wash,4,31
11/9/2015,store_2,face wash,9,47
1/3/2017,store_2,face wash,3,38
2/6/2017,store_2,face wash,6,52
6/5/2016,store_2,face wash,5,25
10/2/2015,store_2,face wash,2,36
10/10/2015,store_2,face wash,10,30
11/8/2015,store_2,face wash,8,36
11/5/2015,store_2,face wash,5,34
1/8/2017,store_2,face wash,8,41
5/9/2016,store_2,face wash,9,21
10/1/2015,store_2,face wash,1,21
10/9/2015,store_2,face wash,9,33
6/7/2016,store_2,Brown Rice & Lentils,7,141
6/8/2016,store_2,Brown Rice & Lentils,8,166
1/1/2017,store_2,Brown Rice & Lentils,1,89
3/11/2017,store_2,Brown Rice & Lentils,11,149
1/12/2017,store_2,Brown Rice & Lentils,12,98
1/5/2017,store_2,Brown Rice & Lentils,5,124
2/3/2017,store_2,Brown Rice & Lentils,3,138
6/4/2016,store_2,Brown Rice & Lentils,4,109
5/2/2016,store_2,Brown Rice & Lentils,2,86
5/7/2016,store_2,Brown Rice & Lentils,7,147
2/5/2017,store_2,Brown Rice & Lentils,5,142
11/7/2015,store_2,Brown Rice & Lentils,7,178
11/2/2015,store_2,Brown Rice & Lentils,2,85
1/9/2017,store_2,Brown Rice & Lentils,9,132
5/10/2016,store_2,Brown Rice & Lentils,10,109
11/8/2015,store_2,Brown Rice & Lentils,8,113
5/11/2016,store_2,Brown Rice & Lentils,11,143
3/3/2017,store_2,Brown Rice & Lentils,3,106
10/3/2015,store_2,Brown Rice & Lentils,3,79
6/6/2016,store_2,Brown Rice & Lentils,6,117
10/6/2015,store_2,Brown Rice & Lentils,6,122
10/11/2015,store_2,Brown Rice & Lentils,11,110
5/3/2016,store_2,Brown Rice & Lentils,3,112
5/5/2016,store_2,Brown Rice & Lentils,5,123
5/12/2016,store_2,Brown Rice & Lentils,12,68
1/11/2017,store_2,Brown Rice & Lentils,11,120
3/12/2017,store_2,school bags,12,94
11/6/2015,store_2,school bags,6,120
11/3/2015,store_2,school bags,3,80
10/10/2015,store_2,school bags,10,92
5/10/2016,store_2,school bags,10,71
3/3/2017,store_2,school bags,3,105
3/11/2017,store_2,school bags,11,127
2/3/2017,store_2,school bags,3,76
2/10/2017,store_2,school bags,10,93
6/1/2016,store_2,school bags,1,61
1/6/2017,store_2,school bags,6,111
2/7/2017,store_2,school bags,7,159
11/4/2015,store_2,school bags,4,107
3/6/2017,store_2,school bags,6,120
2/4/2017,store_2,school bags,4,135
2/12/2017,store_2,school bags,12,83
3/1/2017,store_2,school bags,1,55
6/3/2016,store_2,bedsheets,3,62
10/7/2015,store_2,bedsheets,7,63
6/1/2016,store_2,bedsheets,1,34
1/1/2017,store_2,bedsheets,1,56
1/9/2017,store_2,bedsheets,9,65
3/7/2017,store_2,bedsheets,7,57
1/10/2017,store_2,bedsheets,10,73
10/3/2015,store_2,bedsheets,3,44
2/5/2017,store_2,bedsheets,5,71
10/10/2015,store_2,bedsheets,10,53
2/8/2017,store_2,bedsheets,8,56
3/6/2017,store_2,bedsheets,6,69
5/3/2016,store_2,bedsheets,3,61
11/12/2015,store_2,bedsheets,12,38
5/9/2016,store_2,bedsheets,9,53
6/11/2016,store_2,bedsheets,11,70
11/2/2015,store_2,bedsheets,2,33
3/1/2017,store_2,bedsheets,1,40
10/11/2015,store_2,bedsheets,11,49
5/8/2016,store_2,bedsheets,8,68
10/6/2015,store_2,bedsheets,6,61
11/9/2015,store_2,bedsheets,9,51
11/10/2015,store_2,bedsheets,10,54
2/2/2017,store_2,bedsheets,2,53
5/7/2016,store_2,bedsheets,7,87
3/9/2017,store_2,pillow,9,109
2/7/2017,store_2,pillow,7,128
6/2/2016,store_2,pillow,2,81
11/5/2015,store_2,pillow,5,53
10/11/2015,store_2,pillow,11,71
1/2/2017,store_2,pillow,2,53
11/2/2015,store_2,pillow,2,56
5/2/2016,store_2,pillow,2,70
5/10/2016,store_2,pillow,10,75
2/11/2017,store_2,pillow,11,91
10/5/2015,store_2,pillow,5,105
1/9/2017,store_2,pillow,9,91
2/9/2017,store_2,pillow,9,110
1/8/2017,store_2,pillow,8,94
10/12/2015,store_2,pillow,12,64
10/4/2015,store_2,pillow,4,83
10/2/2015,store_2,pillow,2,58
5/4/2016,store_2,pillow,4,78
2/4/2017,store_2,pillow,4,109
1/10/2017,store_2,pillow,10,87
6/4/2016,store_2,pillow,4,72
3/12/2017,store_2,pillow,12,78
11/1/2015,store_2,pillow,1,63
10/7/2015,store_2,pillow,7,97
11/10/2015,store_2,pillow,10,77
10/8/2015,store_2,pillow,8,67
11/4/2015,store_2,pillow,4,89
6/4/2016,store_2,crockeries,4,58
3/12/2017,store_2,crockeries,12,57
6/1/2016,store_2,crockeries,1,51
2/12/2017,store_2,crockeries,12,46
6/6/2016,store_2,crockeries,6,45
10/3/2015,store_2,crockeries,3,39
10/5/2015,store_2,crockeries,5,70
5/12/2016,store_2,crockeries,12,38
6/5/2016,store_2,crockeries,5,79
10/9/2015,store_2,crockeries,9,55
11/4/2015,store_2,crockeries,4,88
3/3/2017,store_2,crockeries,3,72
5/6/2016,store_2,crockeries,6,119
1/5/2017,store_2,crockeries,5,51
11/3/2015,store_2,crockeries,3,46
11/1/2015,store_2,crockeries,1,48
2/9/2017,store_2,crockeries,9,79
5/9/2016,store_2,crockeries,9,52
1/12/2017,store_2,crockeries,12,45
3/4/2017,store_2,crockeries,4,43
11/9/2015,store_2,crockeries,9,64
6/9/2016,store_2,Savory Pot Roast Soup,9,92
6/11/2016,store_2,Savory Pot Roast Soup,11,116
3/8/2017,store_2,Savory Pot Roast Soup,8,108
11/12/2015,store_2,Savory Pot Roast Soup,12,72
10/7/2015,store_2,Savory Pot Roast Soup,7,106
2/3/2017,store_2,Savory Pot Roast Soup,3,85
6/8/2016,store_2,Savory Pot Roast Soup,8,120
11/5/2015,store_2,Savory Pot Roast Soup,5,80
5/12/2016,store_2,Savory Pot Roast Soup,12,52
1/8/2017,store_2,Savory Pot Roast Soup,8,102
5/3/2016,store_2,Savory Pot Roast Soup,3,93
1/12/2017,store_2,Savory Pot Roast Soup,12,64
6/1/2016,store_2,Savory Pot Roast Soup,1,54
11/3/2015,store_2,Savory Pot Roast Soup,3,61
1/6/2017,store_2,Savory Pot Roast Soup,6,122
6/2/2016,store_2,Savory Pot Roast Soup,2,79
3/9/2017,store_2,Savory Pot Roast Soup,9,127
11/6/2015,store_2,Savory Pot Roast Soup,6,111
3/2/2017,store_2,Savory Pot Roast Soup,2,89
1/3/2017,store_2,Savory Pot Roast Soup,3,81
5/8/2016,store_2,Savory Pot Roast Soup,8,127
11/1/2015,store_2,Savory Pot Roast Soup,1,70
1/1/2017,store_2,Savory Pot Roast Soup,1,72
5/10/2016,store_2,Savory Pot Roast Soup,10,92
2/6/2017,store_2,Savory Pot Roast Soup,6,118
6/12/2016,store_2,Savory Pot Roast Soup,12,77
10/6/2015,store_2,Natural Odor Eliminating Air Freshener Spray Tropical Citrus Blend,6,32
3/5/2017,store_2,Natural Odor Eliminating Air Freshener Spray Tropical Citrus Blend,5,30
2/1/2017,store_2,Natural Odor Eliminating Air Freshener Spray Tropical Citrus Blend,1,19
1/12/2017,store_2,Natural Odor Eliminating Air Freshener Spray Tropical Citrus Blend,12,31
10/2/2015,store_2,Natural Odor Eliminating Air Freshener Spray Tropical Citrus Blend,2,34
6/7/2016,store_2,Natural Odor Eliminating Air Freshener Spray Tropical Citrus Blend,7,52
2/6/2017,store_2,Natural Odor Eliminating Air Freshener Spray Tropical Citrus Blend,6,32
10/7/2015,store_2,Natural Odor Eliminating Air Freshener Spray Tropical Citrus Blend,7,43
3/9/2017,store_2,Natural Odor Eliminating Air Freshener Spray Tropical Citrus Blend,9,53
3/7/2017,store_2,Natural Odor Eliminating Air Freshener Spray Tropical Citrus Blend,7,47
11/6/2015,store_2,Natural Odor Eliminating Air Freshener Spray Tropical Citrus Blend,6,39
2/5/2017,store_2,Natural Odor Eliminating Air Freshener Spray Tropical Citrus Blend,5,54
10/10/2015,store_2,Natural Odor Eliminating Air Freshener Spray Tropical Citrus Blend,10,30
5/6/2016,store_2,Natural Odor Eliminating Air Freshener Spray Tropical Citrus Blend,6,57
6/1/2016,store_2,Natural Odor Eliminating Air Freshener Spray Tropical Citrus Blend,1,18
10/4/2015,store_2,Natural Odor Eliminating Air Freshener Spray Tropical Citrus Blend,4,39
1/8/2017,store_2,Natural Odor Eliminating Air Freshener Spray Tropical Citrus Blend,8,38
5/10/2016,store_2,Natural Odor Eliminating Air Freshener Spray Tropical Citrus Blend,10,29
6/6/2016,store_2,Natural Odor Eliminating Air Freshener Spray Tropical Citrus Blend,6,41
5/7/2016,store_2,Natural Odor Eliminating Air Freshener Spray Tropical Citrus Blend,7,38
3/6/2017,store_2,Natural Odor Eliminating Air Freshener Spray Tropical Citrus Blend,6,57
11/10/2015,store_2,Raincoast Crisps Cranberry And Hazelnut Crackers,10,97
2/10/2017,store_2,Raincoast Crisps Cranberry And Hazelnut Crackers,10,68
5/4/2016,store_2,Raincoast Crisps Cranberry And Hazelnut Crackers,4,90
6/8/2016,store_2,Raincoast Crisps Cranberry And Hazelnut Crackers,8,123
2/7/2017,store_2,Raincoast Crisps Cranberry And Hazelnut Crackers,7,140
5/2/2016,store_2,Raincoast Crisps Cranberry And Hazelnut Crackers,2,88
2/2/2017,store_2,Raincoast Crisps Cranberry And Hazelnut Crackers,2,73
1/10/2017,store_2,Raincoast Crisps Cranberry And Hazelnut Crackers,10,100
10/12/2015,store_2,Raincoast Crisps Cranberry And Hazelnut Crackers,12,63
1/3/2017,store_2,Raincoast Crisps Cranberry And Hazelnut Crackers,3,94
6/3/2016,store_2,Raincoast Crisps Cranberry And Hazelnut Crackers,3,105
2/4/2017,store_2,Raincoast Crisps Cranberry And Hazelnut Crackers,4,125
11/3/2015,store_2,Raincoast Crisps Cranberry And Hazelnut Crackers,3,73
1/8/2017,store_2,Raincoast Crisps Cranberry And Hazelnut Crackers,8,105
2/12/2017,store_2,Raincoast Crisps Cranberry And Hazelnut Crackers,12,77
5/8/2016,store_2,Raincoast Crisps Cranberry And Hazelnut Crackers,8,115
3/5/2017,store_2,Raincoast Crisps Cranberry And Hazelnut Crackers,5,109
10/11/2015,store_2,Raincoast Crisps Cranberry And Hazelnut Crackers,11,72
6/12/2016,store_2,Raincoast Crisps Cranberry And Hazelnut Crackers,12,71
3/8/2017,store_2,Raincoast Crisps Cranberry And Hazelnut Crackers,8,120
3/3/2017,store_2,Raincoast Crisps Cranberry And Hazelnut Crackers,3,106
1/4/2017,store_2,Raincoast Crisps Cranberry And Hazelnut Crackers,4,116
2/6/2017,store_2,Raincoast Crisps Cranberry And Hazelnut Crackers,6,109
6/6/2016,store_2,Raincoast Crisps Cranberry And Hazelnut Crackers,6,82
6/11/2016,store_2,Raincoast Crisps Cranberry And Hazelnut Crackers,11,109
3/7/2017,store_2,Raincoast Crisps Cranberry And Hazelnut Crackers,7,95
1/9/2017,store_2,Raincoast Crisps Cranberry And Hazelnut Crackers,9,111
1/1/2017,store_2,Organic Pinto Beans,1,83
5/5/2016,store_2,Organic Pinto Beans,5,119
10/4/2015,store_2,Organic Pinto Beans,4,92
5/1/2016,store_2,Organic Pinto Beans,1,64
10/9/2015,store_2,Organic Pinto Beans,9,78
1/6/2017,store_2,Organic Pinto Beans,6,117
10/6/2015,store_2,Organic Pinto Beans,6,89
11/9/2015,store_2,Organic Pinto Beans,9,107
1/7/2017,store_2,Organic Pinto Beans,7,163
5/3/2016,store_2,Organic Pinto Beans,3,123
10/7/2015,store_2,Organic Pinto Beans,7,144
6/2/2016,store_2,Organic Pinto Beans,2,78
10/11/2015,store_2,Organic Pinto Beans,11,86
6/7/2016,store_2,Organic Pinto Beans,7,121
1/5/2017,store_2,Organic Pinto Beans,5,101
3/12/2017,store_2,Organic Pinto Beans,12,84
5/10/2016,store_2,Organic Pinto Beans,10,103
10/2/2015,store_2,Organic Pinto Beans,2,79
2/3/2017,store_2,Organic Pinto Beans,3,97
10/8/2015,store_2,Organic Pinto Beans,8,96
11/8/2015,store_2,Cinnamon Roll Dough With Icing,8,35
3/1/2017,store_2,Cinnamon Roll Dough With Icing,1,32
6/11/2016,store_2,Cinnamon Roll Dough With Icing,11,62
2/5/2017,store_2,Cinnamon Roll Dough With Icing,5,40
5/11/2016,store_2,Cinnamon Roll Dough With Icing,11,47
6/3/2016,store_2,Cinnamon Roll Dough With Icing,3,46
10/7/2015,store_2,Cinnamon Roll Dough With Icing,7,57
3/9/2017,store_2,Cinnamon Roll Dough With Icing,9,61
6/1/2016,store_2,Cinnamon Roll Dough With Icing,1,21
1/6/2017,store_2,Cinnamon Roll Dough With Icing,6,55
11/2/2015,store_2,Cinnamon Roll Dough With Icing,2,21
5/4/2016,store_2,Cinnamon Roll Dough With Icing,4,38
6/10/2016,store_2,Cinnamon Roll Dough With Icing,10,52
11/6/2015,store_2,Cinnamon Roll Dough With Icing,6,46
3/2/2017,store_2,Cinnamon Roll Dough With Icing,2,27
10/12/2015,store_2,Cinnamon Roll Dough With Icing,12,30
3/11/2017,store_2,Cinnamon Roll Dough With Icing,11,45
11/7/2015,store_2,Cinnamon Roll Dough With Icing,7,44
1/2/2017,store_2,Cinnamon Roll Dough With Icing,2,39
3/8/2017,store_2,Cinnamon Roll Dough With Icing,8,46
10/4/2015,store_2,Cinnamon Roll Dough With Icing,4,39
6/6/2016,store_2,Cinnamon Roll Dough With Icing,6,39
10/2/2015,store_2,Cinnamon Roll Dough With Icing,2,21
1/12/2017,store_2,Cinnamon Roll Dough With Icing,12,34
1/7/2017,store_2,Mint Chip Gelato,7,169
11/5/2015,store_2,Mint Chip Gelato,5,107
11/3/2015,store_2,Mint Chip Gelato,3,79
6/8/2016,store_2,Mint Chip Gelato,8,136
3/6/2017,store_2,Mint Chip Gelato,6,164
2/1/2017,store_2,Mint Chip Gelato,1,56
1/2/2017,store_2,Mint Chip Gelato,2,80
6/2/2016,store_2,Mint Chip Gelato,2,99
6/6/2016,store_2,Mint Chip Gelato,6,103
3/5/2017,store_2,Mint Chip Gelato,5,116
11/9/2015,store_2,Mint Chip Gelato,9,115
11/10/2015,store_2,Mint Chip Gelato,10,129
2/2/2017,store_2,Mint Chip Gelato,2,92
2/5/2017,store_2,Mint Chip Gelato,5,141
1/3/2017,store_2,Mint Chip Gelato,3,83
2/10/2017,store_2,Mint Chip Gelato,10,95
3/7/2017,store_2,Mint Chip Gelato,7,115
10/8/2015,store_2,Mint Chip Gelato,8,76
3/9/2017,store_2,Mint Chip Gelato,9,149
3/3/2017,store_2,Mint Chip Gelato,3,116
10/3/2015,store_2,Mint Chip Gelato,3,98
6/9/2016,store_2,Mint Chip Gelato,9,103
3/1/2017,store_2,Mint Chip Gelato,1,70
2/6/2017,store_2,Mint Chip Gelato,6,146
10/1/2015,store_2,Mint Chip Gelato,1,77
2/12/2017,store_2,Mint Chip Gelato,12,97
3/10/2017,store_2,Mint Chip Gelato,10,126
1/1/2017,store_2,Mint Chip Gelato,1,89
5/2/2016,store_2,Mint Chip Gelato,2,77
5/7/2016,store_2,Large Adhesive Pads,7,67
6/6/2016,store_2,Large Adhesive Pads,6,64
10/11/2015,store_2,Large Adhesive Pads,11,55
3/10/2017,store_2,Large Adhesive Pads,10,60
2/11/2017,store_2,Large Adhesive Pads,11,58
10/9/2015,store_2,Large Adhesive Pads,9,63
2/1/2017,store_2,Large Adhesive Pads,1,37
6/7/2016,store_2,Large Adhesive Pads,7,87
11/1/2015,store_2,Large Adhesive Pads,1,42
11/8/2015,store_2,Large Adhesive Pads,8,54
10/3/2015,store_2,Large Adhesive Pads,3,45
6/3/2016,store_2,Large Adhesive Pads,3,66
11/10/2015,store_2,Large Adhesive Pads,10,62
10/2/2015,store_2,Large Adhesive Pads,2,38
1/1/2017,store_2,Large Adhesive Pads,1,56
2/4/2017,store_2,Large Adhesive Pads,4,78
5/3/2016,store_2,Large Adhesive Pads,3,52
10/10/2015,store_2,Large Adhesive Pads,10,62
1/9/2017,store_2,Large Adhesive Pads,9,68
6/1/2016,store_2,Premium Almonds,1,24
5/2/2016,store_2,Premium Almonds,2,29
5/11/2016,store_2,Premium Almonds,11,53
2/10/2017,store_2,Premium Almonds,10,24
3/8/2017,store_2,Premium Almonds,8,44
11/4/2015,store_2,Premium Almonds,4,41
1/7/2017,store_2,Premium Almonds,7,58
11/2/2015,store_2,Premium Almonds,2,29
6/10/2016,store_2,Premium Almonds,10,45
6/9/2016,store_2,Premium Almonds,9,35
1/6/2017,store_2,Premium Almonds,6,56
6/8/2016,store_2,Premium Almonds,8,58
5/1/2016,store_2,Premium Almonds,1,29
1/10/2017,store_2,Premium Almonds,10,44
11/10/2015,store_2,Premium Almonds,10,47
5/3/2016,store_2,Premium Almonds,3,35
11/5/2015,store_2,Premium Almonds,5,33
3/3/2017,store_2,Premium Almonds,3,40
3/9/2017,store_2,Squared Plastic Cups,9,40
5/3/2016,store_2,Squared Plastic Cups,3,34
5/1/2016,store_2,Squared Plastic Cups,1,32
3/1/2017,store_2,Squared Plastic Cups,1,26
5/12/2016,store_2,Squared Plastic Cups,12,21
2/1/2017,store_2,Squared Plastic Cups,1,22
2/12/2017,store_2,Squared Plastic Cups,12,21
3/4/2017,store_2,Squared Plastic Cups,4,23
2/11/2017,store_2,Squared Plastic Cups,11,36
2/5/2017,store_2,Squared Plastic Cups,5,40
6/4/2016,store_2,Squared Plastic Cups,4,29
5/10/2016,store_2,Squared Plastic Cups,10,25
2/7/2017,store_2,Squared Plastic Cups,7,51
1/11/2017,store_2,Squared Plastic Cups,11,35
5/5/2016,store_2,Squared Plastic Cups,5,34
1/10/2017,store_2,Squared Plastic Cups,10,46
1/9/2017,store_2,Squared Plastic Cups,9,37
10/8/2015,store_2,Squared Plastic Cups,8,21
3/6/2017,store_2,Squared Plastic Cups,6,43
6/8/2016,store_2,Squared Plastic Cups,8,39
11/12/2015,store_2,Squared Plastic Cups,12,24
11/2/2015,store_2,Squared Plastic Cups,2,28
6/5/2016,store_2,Squared Plastic Cups,5,35
1/7/2017,store_2,Squared Plastic Cups,7,41
6/11/2016,store_2,Squared Plastic Cups,11,42
2/6/2017,store_2,Squared Plastic Cups,6,42
1/6/2017,store_2,Squared Plastic Cups,6,32
11/9/2015,store_2,Squared Plastic Cups,9,37
3/1/2017,store_2,Country Fried Beef Steak & Gravy,1,38
1/9/2017,store_2,Country Fried Beef Steak & Gravy,9,59
11/1/2015,store_2,Country Fried Beef Steak & Gravy,1,40
2/4/2017,store_2,Country Fried Beef Steak & Gravy,4,71
6/9/2016,store_2,Country Fried Beef Steak & Gravy,9,48
3/7/2017,store_2,Country Fried Beef Steak & Gravy,7,47
2/10/2017,store_2,Country Fried Beef Steak & Gravy,10,42
10/2/2015,store_2,Country Fried Beef Steak & Gravy,2,28
3/12/2017,store_2,Country Fried Beef Steak & Gravy,12,62
1/2/2017,store_2,Country Fried Beef Steak & Gravy,2,38
11/12/2015,store_2,Country Fried Beef Steak & Gravy,12,40
5/12/2016,store_2,Country Fried Beef Steak & Gravy,12,41
10/1/2015,store_2,Country Fried Beef Steak & Gravy,1,40
1/3/2017,store_2,Country Fried Beef Steak & Gravy,3,42
6/1/2016,store_2,Country Fried Beef Steak & Gravy,1,26
10/11/2015,store_2,Country Fried Beef Steak & Gravy,11,32
1/7/2017,store_2,Country Fried Beef Steak & Gravy,7,72
11/6/2015,store_2,Country Fried Beef Steak & Gravy,6,60
1/11/2017,store_2,Country Fried Beef Steak & Gravy,11,48
11/5/2015,store_2,Country Fried Beef Steak & Gravy,5,42
3/10/2017,store_2,Country Fried Beef Steak & Gravy,10,49
2/7/2017,store_2,Country Fried Beef Steak & Gravy,7,96
6/3/2016,store_2,Country Fried Beef Steak & Gravy,3,60
6/5/2016,store_2,Serenity French Lavender Bath Salt & Soak,5,75
10/8/2015,store_2,Serenity French Lavender Bath Salt & Soak,8,61
1/9/2017,store_2,Serenity French Lavender Bath Salt & Soak,9,60
10/10/2015,store_2,Serenity French Lavender Bath Salt & Soak,10,58
2/2/2017,store_2,Serenity French Lavender Bath Salt & Soak,2,57
3/10/2017,store_2,Serenity French Lavender Bath Salt & Soak,10,72
11/3/2015,store_2,Serenity French Lavender Bath Salt & Soak,3,46
3/8/2017,store_2,Serenity French Lavender Bath Salt & Soak,8,76
2/9/2017,store_2,Serenity French Lavender Bath Salt & Soak,9,75
6/6/2016,store_2,Serenity French Lavender Bath Salt & Soak,6,62
11/1/2015,store_2,Serenity French Lavender Bath Salt & Soak,1,61
5/11/2016,store_2,Serenity French Lavender Bath Salt & Soak,11,82
5/4/2016,store_2,Serenity French Lavender Bath Salt & Soak,4,72
5/2/2016,store_2,Serenity French Lavender Bath Salt & Soak,2,62
3/2/2017,store_2,Serenity French Lavender Bath Salt & Soak,2,50
5/6/2016,store_2,Serenity French Lavender Bath Salt & Soak,6,104
11/10/2015,store_2,Serenity French Lavender Bath Salt & Soak,10,64
6/2/2016,store_2,Serenity French Lavender Bath Salt & Soak,2,66
10/5/2015,store_2,Serenity French Lavender Bath Salt & Soak,5,89
3/11/2017,store_2,Serenity French Lavender Bath Salt & Soak,11,92
2/8/2017,store_2,Serenity French Lavender Bath Salt & Soak,8,69
2/11/2017,store_2,Serenity French Lavender Bath Salt & Soak,11,84
3/1/2017,store_2,Serenity French Lavender Bath Salt & Soak,1,50
1/8/2017,store_2,Serenity French Lavender Bath Salt & Soak,8,61
1/5/2017,store_2,Serenity French Lavender Bath Salt & Soak,5,56
6/8/2016,store_2,Serenity French Lavender Bath Salt & Soak,8,106
10/1/2015,store_2,Sf Protein Thai Style,1,22
5/10/2016,store_2,Sf Protein Thai Style,10,30
5/1/2016,store_2,Sf Protein Thai Style,1,28
10/2/2015,store_2,Sf Protein Thai Style,2,21
11/3/2015,store_2,Sf Protein Thai Style,3,38
1/4/2017,store_2,Sf Protein Thai Style,4,47
10/8/2015,store_2,Sf Protein Thai Style,8,39
10/11/2015,store_2,Sf Protein Thai Style,11,29
11/8/2015,store_2,Sf Protein Thai Style,8,36
2/10/2017,store_2,Sf Protein Thai Style,10,32
1/1/2017,store_2,Sf Protein Thai Style,1,33
2/11/2017,store_2,Sf Protein Thai Style,11,56
11/5/2015,store_2,Sf Protein Thai Style,5,36
11/12/2015,store_2,Sf Protein Thai Style,12,32
6/9/2016,store_2,Sf Protein Thai Style,9,34
10/5/2015,store_2,Sf Protein Thai Style,5,50
